dt;encounter_no;ID;age;photo;Expr1005;side;facing;cell;aspect;aspect_letter;AutoMatch;off_square;tagged;pcb;scale;comments;image;image_no;gender
02-Jun-15;38750;Calavera;adult;001-0206\DSC_0001;001-0206\DSC_0001p54;R;R;001-0206\DSC_0001p54_FL;Flank;FL;L;15;TRUE;1;0,5080562;right;001-0206\DSC_0001p54;40068;female
03-Jun-15;38607;Chocolate;adult;001-0306\DSCN3077;001-0306\DSCN3077p32;L;L;001-0306\DSCN3077p32_FL;Flank;FL;L;11;TRUE;1;1,304662;left;001-0306\DSCN3077p32;39925;female
03-Jun-15;38607;Chocolate;adult;001-0306\DSCN3079;001-0306\DSCN3079p45;R;R;001-0306\DSCN3079p45_FL;Flank;FL;L;2;TRUE;1;0,9524591;right;001-0306\DSCN3079p45;39926;female
08-Jun-15;39818;Hole;adult;001-0806\DSCN4628;001-0806\DSCN4628p13;L;L;001-0806\DSCN4628p13_FL;Flank;FL;L;3;TRUE;2;0,9338632;Left Flank;001-0806\DSCN4628p13;40439;female
09-Jun-15;38826;Sharkbite;pup;001-0906\DSC_0003;001-0906\DSC_0003p54;R;R;001-0906\DSC_0003p54_FL;Flank;FL;L;5;TRUE;1;0,2230279;Right;001-0906\DSC_0003p54;40084;unknown
09-Jun-15;38826;Sharkbite;pup;001-0906\DSCN7035;001-0906\DSCN7035p45;L;L;001-0906\DSCN7035p45_FL;Flank;FL;L;4;TRUE;1;0,4971285;Left;001-0906\DSCN7035p45;40085;unknown
12-May-15;38422;Dado;adult;001-1205\DSC_0002;001-1205\DSC_0002p24;L;L;001-1205\DSC_0002p24_FL;Flank;FL;X;31;TRUE;1;0,6194983;Iquierdo;001-1205\DSC_0002p24;39722;female
12-May-15;38422;Dado;adult;001-1205\DSC_0002;001-1205\DSC_0002p24;L;L;001-1205\DSC_0002p24_NK;Neck;NK;J;19;TRUE;1;0,2385643;Iquierdo;001-1205\DSC_0002p24;39722;female
13-May-15;38431;Dado;adult;001-1305\DSC_0002;001-1305\DSC_0002p25;L;L;001-1305\DSC_0002p25_FL;Flank;FL;L;12;TRUE;10;0,6955221;left;001-1305\DSC_0002p25;39740;female
13-May-15;38431;Dado;adult;001-1305\DSCN0860;001-1305\DSCN0860p32;L;L;001-1305\DSCN0860p32_NK;Neck;NK;X;24;TRUE;1;0,5268445;left;001-1305\DSCN0860p32;39739;female
14-May-15;38446;Dado;adult;001-1405\DSC_0032;001-1405\DSC_0032p36;M;L;001-1405\DSC_0032p36_CH;Chest;CH;X;46;TRUE;1;0,3531385;;001-1405\DSC_0032p36;39766;female
14-May-15;38446;Dado;adult;001-1405\DSC_0039;001-1405\DSC_0039p45;L;L;001-1405\DSC_0039p45_NK;Neck;NK;J;12;TRUE;1;0,2534708;left;001-1405\DSC_0039p45;39765;female
14-May-15;38446;Dado;adult;001-1405\DSCN1047;001-1405\DSCN1047p43;L;L;001-1405\DSCN1047p43_FL;Flank;FL;X;17;TRUE;31;0,824194;left;001-1405\DSCN1047p43;39764;female
15-May-15;38455;Pilla;adult;001-1505\DSCN1066;001-1505\DSCN1066p65;L;L;001-1505\DSCN1066p65_FL;Flank;FL;L;8;TRUE;1;0,7265876;LEFT;001-1505\DSCN1066p65;39777;female
15-May-15;38455;Pilla;adult;001-1505\DSCN1066;001-1505\DSCN1066p65;L;L;001-1505\DSCN1066p65_NK;Neck;NK;J;9;TRUE;1;0,2750545;LEFT;001-1505\DSCN1066p65;39777;female
15-May-15;38455;Pilla;adult;001-1505\DSCN1067;001-1505\DSCN1067p45;L;L;001-1505\DSCN1067p45_FL;Flank;FL;L;10;TRUE;1;0,7027003;left;001-1505\DSCN1067p45;39778;female
15-May-15;38455;Pilla;adult;001-1505\DSCN1067;001-1505\DSCN1067p45;L;L;001-1505\DSCN1067p45_NK;Neck;NK;J;18;TRUE;1;0,2247168;left;001-1505\DSCN1067p45;39778;female
15-May-15;38455;Pilla;adult;001-1505\DSCN1069;001-1505\DSCN1069p34;R;R;001-1505\DSCN1069p34_FL;Flank;FL;L;6;TRUE;1;0,6278493;rigth;001-1505\DSCN1069p34;39779;female
15-May-15;38455;Pilla;adult;001-1505\DSCN1069;001-1505\DSCN1069p34;R;R;001-1505\DSCN1069p34_NK;Neck;NK;J;15;TRUE;1;0,2315903;rigth;001-1505\DSCN1069p34;39779;female
16-May-15;38457;001-1605;adult;001-1605\DSC_0053;001-1605\DSC_0053p44;L;L;001-1605\DSC_0053p44_FL;Flank;FL;J;5;TRUE;61;0,4952309;left flank;001-1605\DSC_0053p44;39785;female
26-May-15;38500;Fox;adult;001-2605\DSCN1654;001-2605\DSCN1654p44;L;L;001-2605\DSCN1654p44_FL;Flank;FL;L;13;TRUE;27;0,7408283;;001-2605\DSCN1654p44;39819;unknown
28-May-15;38522;Puerca;adult;001-2805\DSC_0173;001-2805\DSC_0173p54;R;R;001-2805\DSC_0173p54_FL;Flank;FL;J;39;TRUE;37;0,4329153;;001-2805\DSC_0173p54;39843;female
01-Jun-15;38579;Huella butterfly;pup;002-0106\DSC_0102;002-0106\DSC_0102p45;L;L;002-0106\DSC_0102p45_FL;Flank;FL;L;7;TRUE;1;0,3537682;left;002-0106\DSC_0102p45;39894;unknown
01-Jun-15;38579;Huella butterfly;pup;002-0106\DSCN2398;002-0106\DSCN2398p45;R;R;002-0106\DSCN2398p45_FL;Flank;FL;L;6;TRUE;1;0,3925597;rigth;002-0106\DSCN2398p45;39892;unknown
07-Jun-15;38700;W-mum;adult;002-0706\DSC_0094;002-0706\DSC_0094p55;R;R;002-0706\DSC_0094p55_FL;Flank;FL;L;8;TRUE;1;0,342751;right;002-0706\DSC_0094p55;40024;female
07-Jun-15;38700;W-mum;adult;002-0706\DSCN6764;002-0706\DSCN6764p24;L;L;002-0706\DSCN6764p24_FL;Flank;FL;L;6;TRUE;1;0,7601442;left;002-0706\DSCN6764p24;40023;female
07-Jul-15;39669;002-0707;pup;002-0707\DSC-25;002-0707\DSC-25p55;R;R;002-0707\DSC-25p55_FL;Flank;FL;L;7;TRUE;1;0,2062302;Right;002-0707\DSC-25p55;40392;unknown
12-May-15;38423;Pilla;adult;002-1205\DSC_0005;002-1205\DSC_0005p33;L;L;002-1205\DSC_0005p33_FL;Flank;FL;L;16;TRUE;1;0,4850453;;002-1205\DSC_0005p33;39723;female
12-May-15;38423;Pilla;adult;002-1205\DSC_0005;002-1205\DSC_0005p33;L;L;002-1205\DSC_0005p33_NK;Neck;NK;J;26;TRUE;1;0,1969103;;002-1205\DSC_0005p33;39723;female
13-Jun-15;38947;Medula susia;adult;002-1306\DSC_0009;002-1306\DSC_0009p44;R;R;002-1306\DSC_0009p44_FL;Flank;FL;L;2;TRUE;1;0,2709441;Right;002-1306\DSC_0009p44;40140;female
15-May-15;38456;Dado;adult;002-1505\DSCN1072;002-1505\DSCN1072p44;R;R;002-1505\DSCN1072p44_FL;Flank;FL;L;6;TRUE;1;0,642029;rigth;002-1505\DSCN1072p44;39780;female
15-May-15;38456;Dado;adult;002-1505\DSCN1072;002-1505\DSCN1072p44;R;R;002-1505\DSCN1072p44_NK;Neck;NK;J;26;TRUE;1;0,3658071;rigth;002-1505\DSCN1072p44;39780;female
15-May-15;38456;Dado;adult;002-1505\DSCN1074;002-1505\DSCN1074p53;R;R;002-1505\DSCN1074p53_NK;Neck;NK;L;15;TRUE;1;0,2657225;rigth;002-1505\DSCN1074p53;39781;female
15-May-15;38456;Dado;adult;002-1505\DSCN1077;002-1505\DSCN1077p45;L;L;002-1505\DSCN1077p45_FL;Flank;FL;L;9;TRUE;1;0,7468452;left;002-1505\DSCN1077p45;39782;female
15-May-15;38456;Dado;adult;002-1505\DSCN1077;002-1505\DSCN1077p45;L;L;002-1505\DSCN1077p45_NK;Neck;NK;J;30;TRUE;1;0,2745098;left;002-1505\DSCN1077p45;39782;female
15-May-15;38456;Dado;adult;002-1505\DSCN1078;002-1505\DSCN1078p54;;;002-1505\DSCN1078p54_CH;Chest;CH;S;;FALSE;;;;002-1505\DSCN1078p54;39783;female
30-Jun-15;39444;Tent;pup;002-3006\DSC_0188;002-3006\DSC_0188p44;L;L;002-3006\DSC_0188p44_FL;Flank;FL;L;3;TRUE;5;0,2550696;Left;002-3006\DSC_0188p44;40336;unknown
18-Jun-15;40861;Nutella;adult;0026-1806\DSCN5946;0026-1806\DSCN5946p23;L;L;0026-1806\DSCN5946p23_FL;Flank;FL;L;6;TRUE;2;0,6806024;left;0026-1806\DSCN5946p23;40637;female
08-Jul-15;40755;Tula;pup;003-0807\DSCN5438;003-0807\DSCN5438p55;R;R;003-0807\DSCN5438p55_FL;Flank;FL;L;12;TRUE;1;0,4507541;right;003-0807\DSCN5438p55;40585;unknown
09-Jun-15;50593;Donald;adult;003-0906\DSC_0013;003-0906\DSC_0013p54;R;R;003-0906\DSC_0013p54_FL;Flank;FL;L;40;TRUE;1;0,3329262;RF;003-0906\DSC_0013p54;42646;unknown
12-May-15;38424;Seagull;juv;003-1205\DSC_0010;003-1205\DSC_0010p55;L;L;003-1205\DSC_0010p55_FL;Flank;FL;L;2;TRUE;1;0,3424087;left;003-1205\DSC_0010p55;39726;female
12-May-15;38424;Seagull;juv;003-1205\DSCN0794;003-1205\DSCN0794p47;R;R;003-1205\DSCN0794p47_FL;Flank;FL;L;8;TRUE;1;0,568202;rigth;003-1205\DSCN0794p47;39724;female
12-May-15;38424;Seagull;juv;003-1205\DSCN0802;003-1205\DSCN0802p55;R;R;003-1205\DSCN0802p55_NK;Neck;NK;X;5;TRUE;1;0,2716087;rigth;003-1205\DSCN0802p55;39725;female
13-Jun-15;38949;Diana;pup;003-1306\DSC_0016;003-1306\DSC_0016p44;R;R;003-1306\DSC_0016p44_FL;Flank;FL;L;2;TRUE;1;0,1530278;Right;003-1306\DSC_0016p44;40141;unknown
14-May-15;38448;Pilla;adult;003-1405\DSC_0034;003-1405\DSC_0034p23;L;L;003-1405\DSC_0034p23_FL;Flank;FL;X;16;TRUE;21;0,5968701;left;003-1405\DSC_0034p23;39768;female
14-May-15;38448;Pilla;adult;003-1405\DSC_0034;003-1405\DSC_0034p23;L;L;003-1405\DSC_0034p23_NK;Neck;NK;J;21;TRUE;1;0,2886603;left;003-1405\DSC_0034p23;39768;female
15-Jun-15;39964;Miercoles;adult;003-1506\DSCN6822;003-1506\DSCN6822p34;L;L;003-1506\DSCN6822p34_FL;Flank;FL;L;7;TRUE;1;0,5235479;left flank;003-1506\DSCN6822p34;40464;female
17-Jun-15;39992;Dado;adult;003-1706\DSC_0012;003-1706\DSC_0012p86;R;R;003-1706\DSC_0012p86_FL;Flank;FL;L;4;TRUE;1;0,4610579;right;003-1706\DSC_0012p86;40470;female
18-Jun-15;39086;Huella butterfly;pup;003-1806\DSCN8128;003-1806\DSCN8128p74;R;R;003-1806\DSCN8128p74_FL;Flank;FL;L;2;TRUE;1;0,5145484;Right;003-1806\DSCN8128p74;40193;unknown
19-Jun-15;39178;Galletas;adult;003-1906\DSC_0020;003-1906\DSC_0020p35;L;L;003-1906\DSC_0020p35_FL;Flank;FL;L;12;TRUE;1;0,3131591;Left;003-1906\DSC_0020p35;40241;unknown
25-May-15;38482;Beads;adult;003-2405\DSCN1380;003-2405\DSCN1380p64;R;R;003-2405\DSCN1380p64_FL;Flank;FL;L;6;TRUE;1;0,6903452;;003-2405\DSCN1380p64;39803;female
25-May-15;38482;Beads;adult;003-2405\DSCN1387;003-2405\DSCN1387p25;L;L;003-2405\DSCN1387p25_FL;Flank;FL;L;3;TRUE;1;0,6462622;;003-2405\DSCN1387p25;39804;female
25-Jun-15;40292;Rayanair;pup;0036-2506\DSC_0145;0036-2506\DSC_0145p44;L;L;0036-2506\DSC_0145p44_FL;Flank;FL;L;7;TRUE;1;0,1406071;left;0036-2506\DSC_0145p44;40512;unknown
25-Jun-15;40292;Rayanair;pup;0036-2506\DSC_0149;0036-2506\DSC_0149p54;R;R;0036-2506\DSC_0149p54_FL;Flank;FL;L;6;TRUE;1;0,1651995;right;0036-2506\DSC_0149p54;40513;unknown
02-Jun-15;38752;Half orange;adult;004-0206\DSC_0016;004-0206\DSC_0016p55;R;R;004-0206\DSC_0016p55_FL;Flank;FL;L;7;TRUE;1;0,2676877;right;004-0206\DSC_0016p55;40069;female
03-Jun-15;38611;Caperucita;adult;004-0306\DSCN3110;004-0306\DSCN3110p56;R;R;004-0306\DSCN3110p56_FL;Flank;FL;L;6;TRUE;1;0,8509866;rigth;004-0306\DSCN3110p56;39927;female
04-Jul-15;40489;Su pup;pup;004-0407\DSCN3370;004-0407\DSCN3370p74;R;R;004-0407\DSCN3370p74_FL;Flank;FL;L;9;TRUE;1;0,5118038;right;004-0407\DSCN3370p74;40544;unknown
04-Jul-15;40489;Su pup;pup;004-0407\DSCN4030;004-0407\DSCN4030p26;L;L;004-0407\DSCN4030p26_FL;Flank;FL;L;5;TRUE;1;0,7004375;left;004-0407\DSCN4030p26;40545;unknown
05-Jul-15;40637;Sin mas;pup;004-0507\DSCN4017;004-0507\DSCN4017p25;L;L;004-0507\DSCN4017p25_FL;Flank;FL;L;9;TRUE;1;0,4884585;left;004-0507\DSCN4017p25;40561;unknown
06-Jun-15;38648;Moustache;adult;004-0606\DSC_0015;004-0606\DSC_0015p54;R;R;004-0606\DSC_0015p54_FL;Flank;FL;L;16;TRUE;1;0,3778565;Right;004-0606\DSC_0015p54;39966;female
06-Jun-15;38648;Moustache;adult;004-0606\DSC_0019;004-0606\DSC_0019p54;L;L;004-0606\DSC_0019p54_FL;Flank;FL;L;13;TRUE;1;0,3594915;left;004-0606\DSC_0019p54;39967;female
07-Jun-15;38702;W fea;adult;004-0706\DSCN4298;004-0706\DSCN4298p34;L;L;004-0706\DSCN4298p34_FL;Flank;FL;L;3;TRUE;1;0,7583987;left;004-0706\DSCN4298p34;40025;female
12-May-15;38425;Curva;juv;004-1205\DSC_0014;004-1205\DSC_0014p45;L;L;004-1205\DSC_0014p45_FL;Flank;FL;L;9;TRUE;1;0,2689039;left;004-1205\DSC_0014p45;39729;male
12-May-15;38425;Curva;juv;004-1205\DSC_0016;004-1205\DSC_0016p45;R;R;004-1205\DSC_0016p45_FL;Flank;FL;L;7;TRUE;1;0,2855252;rigth;004-1205\DSC_0016p45;39730;male
12-May-15;38425;Curva;juv;004-1205\DSC_0016;004-1205\DSC_0016p45;R;R;004-1205\DSC_0016p45_NK;Neck;NK;L;21;TRUE;18;0,106142;rigth;004-1205\DSC_0016p45;39730;male
12-May-15;38425;Curva;juv;004-1205\DSCN0809;004-1205\DSCN0809p44;L;L;004-1205\DSCN0809p44_FL;Flank;FL;L;13;TRUE;1;0,6230088;left;004-1205\DSCN0809p44;39727;male
12-May-15;38425;Curva;juv;004-1205\DSCN0809;004-1205\DSCN0809p44;L;L;004-1205\DSCN0809p44_NK;Neck;NK;R;18;TRUE;1;0,2844373;left;004-1205\DSCN0809p44;39727;male
13-May-15;38434;Knuckles;adult;004-1305\DSCN0880m;004-1305\DSCN0880mp13;L;L;004-1305\DSCN0880mp13_FL;Flank;FL;L;2;TRUE;27;0,8520549;LF;004-1305\DSCN0880mp13;42640;female
14-May-15;38449;Pizza;adult;004-1405\DSC_0035m;004-1405\DSC_0035mp64;R;R;004-1405\DSC_0035mp64_FL;Flank;FL;L;50;TRUE;37;0,4704409;RF;004-1405\DSC_0035mp64;42641;female
14-May-15;38449;Pizza;adult;004-1405\DSC_0035;004-1405\DSC_0035p45;R;R;004-1405\DSC_0035p45_NK;Neck;NK;J;19;TRUE;1;0,264479;rigth;004-1405\DSC_0035p45;39770;female
14-May-15;38449;Pizza;adult;004-1405\DSCN1041m;004-1405\DSCN1041mp34;L;L;004-1405\DSCN1041mp34_FL;Flank;FL;J;25;TRUE;1;0,943673;left;004-1405\DSCN1041mp34;39769;female
14-May-15;38449;Pizza;adult;004-1405\DSCN1041m;004-1405\DSCN1041mp34;;;004-1405\DSCN1041mp34_NK;Neck;NK;J;;FALSE;;;left;004-1405\DSCN1041mp34;39769;female
17-Jun-15;40033;Dado;adult;004-1706\DSCN7597;004-1706\DSCN7597p14;L;L;004-1706\DSCN7597p14_FL;Flank;FL;L;17;TRUE;1;0,83122;left;004-1706\DSCN7597p14;40488;female
18-Jun-15;39087;Moncheri;adult;004-1806\DSC_0015;004-1806\DSC_0015p35;L;L;004-1806\DSC_0015p35_FL;Flank;FL;L;10;TRUE;1;0,3454321;Left;004-1806\DSC_0015p35;40194;male
22-May-15;38468;Caperucita;adult;004-2205\DSC_0111;004-2205\DSC_0111p54;R;R;004-2205\DSC_0111p54_FL;Flank;FL;L;10;TRUE;1;0,3173526;;004-2205\DSC_0111p54;39791;female
22-May-15;38468;Caperucita;adult;004-2205\DSCN1343;004-2205\DSCN1343p24;L;L;004-2205\DSCN1343p24_FL;Flank;FL;L;8;TRUE;1;0,6854266;Left;004-2205\DSCN1343p24;39802;female
24-May-15;38483;Mascareja;adult;004-2405\DSCN1367m;004-2405\DSCN1367mp75;R;R;004-2405\DSCN1367mp75_FL;Flank;FL;L;6;TRUE;1;0,4704515;right;004-2405\DSCN1367mp75;39805;female
24-May-15;38483;Mascareja;adult;004-2405\DSCN1370m;004-2405\DSCN1370mp44;L;L;004-2405\DSCN1370mp44_FL;Flank;FL;L;9;TRUE;36;0,5405815;left;004-2405\DSCN1370mp44;39806;female
27-May-15;38507;Smily rear;adult;004-2705\DSCN1689;004-2705\DSCN1689p25;;;004-2705\DSCN1689p25_NK;Neck;NK;S;;FALSE;;;rigth;004-2705\DSCN1689p25;39825;female
31-May-15;38565;Marquitas;adult;004-3105\DSCN2125;004-3105\DSCN2125p56;R;R;004-3105\DSCN2125p56_FL;Flank;FL;L;9;TRUE;1;0,6677445;rigth;004-3105\DSCN2125p56;39881;female
31-May-15;38565;Marquitas;adult;004-3105\DSCN2128;004-3105\DSCN2128p45;;;004-3105\DSCN2128p45_FL;Flank;FL;S;;FALSE;;;left;004-3105\DSCN2128p45;39882;female
01-Jun-15;38582;Tridente;pup;005-0106\DSC_0076;005-0106\DSC_0076p55;R;R;005-0106\DSC_0076p55_FL;Flank;FL;L;8;TRUE;1;0,2584042;rigth;005-0106\DSC_0076p55;39895;male
01-Jun-15;38582;Tridente;pup;005-0106\DSC_0097;005-0106\DSC_0097p54;L;L;005-0106\DSC_0097p54_FL;Flank;FL;L;13;TRUE;1;0,2758549;left;005-0106\DSC_0097p54;39896;male
02-Jun-15;38731;Burbuja;adult;005-0206\DSC_0015;005-0206\DSC_0015p34;L;L;005-0206\DSC_0015p34_NK;Flank;NK;L;13;TRUE;1;0,3265616;left;005-0206\DSC_0015p34;40055;female
25-Jun-15;40309;Parentesis;pup;0050-2506\DSCN9847;0050-2506\DSCN9847p05;L;L;0050-2506\DSCN9847p05_FL;Flank;FL;L;6;TRUE;1;0,4800808;left;0050-2506\DSCN9847p05;40520;unknown
03-Jun-15;38612;Arandela juve;adult;005-0306\DSCN2946;005-0306\DSCN2946p65;R;R;005-0306\DSCN2946p65_FL;Flank;FL;L;3;TRUE;1;0,4080135;rigth;005-0306\DSCN2946p65;39928;female
05-Jun-15;38816;Sujeta manteles;adult;005-0506\DSC_0026;005-0506\DSC_0026p54;R;R;005-0506\DSC_0026p54_FL;Flank;FL;L;5;TRUE;1;0,2753532;Right;005-0506\DSC_0026p54;40080;female
07-Jun-15;38703;Manta raya;pup;005-0706\DSCN0167;005-0706\DSCN0167p64;R;R;005-0706\DSCN0167p64_FL;Flank;FL;L;12;TRUE;1;0,6978909;right;005-0706\DSCN0167p64;40026;unknown
07-Jun-15;38703;Manta raya;pup;005-0706\DSCN3837;005-0706\DSCN3837p25;L;L;005-0706\DSCN3837p25_FL;Flank;FL;L;8;TRUE;3;0,6839153;left;005-0706\DSCN3837p25;40027;unknown
13-May-15;38435;Sumastain;adult;005-1301\DSC_0004;005-1301\DSC_0004p32;L;L;005-1301\DSC_0004p32_FL;Flank;FL;X;11;TRUE;13;0,6507311;left;005-1301\DSC_0004p32;39745;male
13-May-15;38435;Sumastain;adult;005-1301\DSC_0006;005-1301\DSC_0006p34;L;L;005-1301\DSC_0006p34_NK;Neck;NK;J;13;TRUE;1;0,3208573;left;005-1301\DSC_0006p34;39746;male
13-May-15;38435;Sumastain;adult;005-1301\DSCN0873;005-1301\DSCN0873p74;;;005-1301\DSCN0873p74_FL;Flank;FL;S;;FALSE;;;rigth;005-1301\DSCN0873p74;39743;male
13-May-15;38435;Sumastain;adult;005-1301\DSCN0888;005-1301\DSCN0888p45;M;L;005-1301\DSCN0888p45_AB;Abdomen;AB;X;18;TRUE;1;1,065522;3 scars;005-1301\DSCN0888p45;39744;male
14-Jun-15;39933;Piercing 5;pup;005-1406\DSCN9300;005-1406\DSCN9300p60;;;005-1406\DSCN9300p60_NK;Flank;NK;S;;FALSE;;;;005-1406\DSCN9300p60;40459;unknown
14-Jun-15;39933;Piercing 5;pup;005-1406\DSCN9301;005-1406\DSCN9301p35;R;R;005-1406\DSCN9301p35_FL;Flank;FL;L;10;TRUE;1;0,3928431;right flank;005-1406\DSCN9301p35;40458;unknown
15-Jun-15;39966;V-dot;adult;005-1506\DSCN6862;005-1506\DSCN6862p34;L;L;005-1506\DSCN6862p34_FL;Flank;FL;L;6;TRUE;1;0,6419082;left flank;005-1506\DSCN6862p34;40465;female
19-Jun-15;39180;Copo;adult;005-1906\DSC_0028;005-1906\DSC_0028p64;R;R;005-1906\DSC_0028p64_FL;Flank;FL;L;4;TRUE;1;0,3698445;Right;005-1906\DSC_0028p64;40242;female
22-May-15;38469;Chocopasta;adult;005-2205\DSC_0130;005-2205\DSC_0130p64;R;R;005-2205\DSC_0130p64_FL;Flank;FL;L;12;TRUE;1;0,5548429;right;005-2205\DSC_0130p64;39792;unknown
22-May-15;38469;Chocopasta;adult;005-2205\DSCN1247;005-2205\DSCN1247p35;L;L;005-2205\DSCN1247p35_FL;Flank;FL;L;26;TRUE;7;0,8831298;left;005-2205\DSCN1247p35;40614;unknown
23-Jun-15;39249;Scaraba;adult;005-2306\DSC_0032;005-2306\DSC_0032p54;R;R;005-2306\DSC_0032p54_FL;Flank;FL;L;3;TRUE;3;0,2884882;Right;005-2306\DSC_0032p54;40269;female
25-May-15;38496;Trebol;Unknown;005-2505\DSC_0007;005-2505\DSC_0007p34;L;L;005-2505\DSC_0007p34_FL;Flank;FL;L;12;TRUE;1;0,349921;Left;005-2505\DSC_0007p34;39815;female
25-May-15;38496;Trebol;Unknown;005-2505\DSCN1556;005-2505\DSCN1556p54;R;R;005-2505\DSCN1556p54_FL;Flank;FL;L;4;TRUE;1;0,5147288;Right;005-2505\DSCN1556p54;39814;female
26-May-15;38503;Ocho;adult;005-2605\DSC_0044;005-2605\DSC_0044p33;L;L;005-2605\DSC_0044p33_FL;Flank;FL;L;11;TRUE;20;0,4527849;in the middle;005-2605\DSC_0044p33;39822;female
26-May-15;38503;Ocho;adult;005-2605\DSCN1630;005-2605\DSCN1630p63;R;R;005-2605\DSCN1630p63_FL;Flank;FL;L;9;TRUE;1;0,8576849;;005-2605\DSCN1630p63;39820;female
31-May-15;38566;Calavera;adult;005-3105\DSC_0005;005-3105\DSC_0005p45;R;R;005-3105\DSC_0005p45_FL;Flank;FL;L;3;TRUE;1;0,4848506;rigth;005-3105\DSC_0005p45;39883;female
31-May-15;38566;Calavera;adult;005-3105\DSC_0008;005-3105\DSC_0008p45;L;L;005-3105\DSC_0008p45_FL;Flank;FL;L;12;TRUE;5;0,4863196;left;005-3105\DSC_0008p45;39884;female
25-Jun-15;40313;Beetle;adult;0054-2506\DSCN4613;0054-2506\DSCN4613p74;R;R;0054-2506\DSCN4613p74_FL;Flank;FL;L;4;TRUE;1;0,6033946;right;0054-2506\DSCN4613p74;40523;female
01-Jun-15;38583;TresCO;adult;006-0106\DSC_0090;006-0106\DSC_0090p45;;;006-0106\DSC_0090p45_FL;Flank;FL;S;;FALSE;;;Left;006-0106\DSC_0090p45;39900;female
01-Jun-15;38583;TresCO;adult;006-0106\DSC_0096;006-0106\DSC_0096p54;R;R;006-0106\DSC_0096p54_FL;Flank;FL;L;1;TRUE;1;0,4717079;rigth;006-0106\DSC_0096p54;39899;female
03-Jun-15;38613;Japo;pup;006-0306\DSCN2954;006-0306\DSCN2954p44;R;R;006-0306\DSCN2954p44_FL;Flank;FL;L;5;TRUE;1;0,3827268;Right;006-0306\DSCN2954p44;39929;unknown
06-Jun-15;38649;Mami;adult;006-0606\DSC_0063;006-0606\DSC_0063p35;L;L;006-0606\DSC_0063p35_FL;Flank;FL;L;5;TRUE;1;0,7033631;left;006-0606\DSC_0063p35;39969;female
06-Jun-15;38649;Mami;adult;006-0606\DSCN3939;006-0606\DSCN3939p45;R;R;006-0606\DSCN3939p45_FL;Flank;FL;L;4;TRUE;1;0,526126;Right;006-0606\DSCN3939p45;39968;female
08-Jul-15;40763;Vandalo;adult;006-0807\DSCN5454;006-0807\DSCN5454p34;L;L;006-0807\DSCN5454p34_FL;Flank;FL;L;5;TRUE;6;0,8290853;left;006-0807\DSCN5454p34;40586;unknown
10-Jul-15;39763;Numeros;pup;006-1007\DSC_0014;006-1007\DSC_0014p45;L;L;006-1007\DSC_0014p45_FL;Flank;FL;L;8;TRUE;1;0,3045182;Left;006-1007\DSC_0014p45;40418;unknown
13-May-15;38436;Cromosoma;adult;006-1305\DSC_0024;006-1305\DSC_0024p37;;;006-1305\DSC_0024p37_CH;Chest;CH;S;;FALSE;;;the one in the middle;006-1305\DSC_0024p37;39747;female
13-May-15;38436;Cromosoma;adult;006-1305\DSC_0025;006-1305\DSC_0025p45;R;R;006-1305\DSC_0025p45_FL;Flank;FL;L;5;TRUE;1;0,7371259;rigth;006-1305\DSC_0025p45;39748;female
13-May-15;38436;Cromosoma;adult;006-1305\DSC_0025;006-1305\DSC_0025p45;R;R;006-1305\DSC_0025p45_NK;Neck;NK;R;15;TRUE;2;0,3168934;rigth;006-1305\DSC_0025p45;39748;female
13-May-15;38436;Cromosoma;adult;006-1305\DSC_0027;006-1305\DSC_0027p45;;;006-1305\DSC_0027p45_FL;Flank;FL;S;;FALSE;;;dorsal;006-1305\DSC_0027p45;39749;female
13-Jun-15;38955;CA pup;pup;006-1306\DSCN3610;006-1306\DSCN3610p64;R;R;006-1306\DSCN3610p64_FL;Flank;FL;L;15;TRUE;1;0,5889341;Right;006-1306\DSCN3610p64;40142;unknown
13-Jun-15;38955;CA pup;pup;006-1306\DSCN7235;006-1306\DSCN7235p34;L;L;006-1306\DSCN7235p34_FL;Flank;FL;L;5;TRUE;35;0,5255985;Left;006-1306\DSCN7235p34;40143;unknown
17-Jun-15;39994;V-dot;adult;006-1706\DSCN7618;006-1706\DSCN7618p54;R;R;006-1706\DSCN7618p54_FL;Flank;FL;L;25;TRUE;1;0,734266;rigth;006-1706\DSCN7618p54;40471;female
24-May-15;38484;Puerca;adult;006-2405\DSCN1389;006-2405\DSCN1389p74;R;R;006-2405\DSCN1389p74_FL;Flank;FL;L;3;TRUE;1;0,6470922;Right;006-2405\DSCN1389p74;39807;female
24-May-15;38484;Puerca;adult;006-2405\DSCN1396;006-2405\DSCN1396p24;L;L;006-2405\DSCN1396p24_FL;Flank;FL;L;7;TRUE;1;0,5882934;left;006-2405\DSCN1396p24;39808;female
25-May-15;38497;V-dot;adult;006-2505\DSC_0009;006-2505\DSC_0009p64;R;R;006-2505\DSC_0009p64_FL;Flank;FL;L;8;TRUE;1;0,4587112;R;006-2505\DSC_0009p64;39816;female
25-May-15;38497;V-dot;adult;006-2505\DSCN1552;006-2505\DSCN1552p43;;;006-2505\DSCN1552p43_FL;Flank;FL;S;;FALSE;;;left;006-2505\DSCN1552p43;40625;female
