dt;encounter_no;ID;age;photo;Expr1005;side;facing;cell;aspect;aspect_letter;AutoMatch;off_square;tagged;pcb;scale;comments;image;image_no;gender
09-Jun-15;38835;Robot pup;pup;017-0906\DSCN2153;017-0906\DSCN2153p61;R;R;017-0906\DSCN2153p61_FL;Flank;FL;L;6;TRUE;1;0,612433;Right;017-0906\DSCN2153p61;40086;unknown
11-Jul-15;40829;Piruleta;pup;017-1107\DSCN6490;017-1107\DSCN6490p75;R;R;017-1107\DSCN6490p75_FL;Flank;FL;L;7;TRUE;1;0,6274267;right;017-1107\DSCN6490p75;40595;unknown
12-Jun-15;38918;Navaja;adult;017-1206\DSCN3900;017-1206\DSCN3900p65;R;R;017-1206\DSCN3900p65_FL;Flank;FL;L;2;TRUE;1;0,5028995;Right;017-1206\DSCN3900p65;40121;female
14-Jun-15;39941;Judia;adult;017-1406\DSC_0032;017-1406\DSC_0032p45;L;L;017-1406\DSC_0032p45_FL;Flank;FL;L;7;TRUE;3;0,2263295;left flank;017-1406\DSC_0032p45;40461;female
14-Jun-15;39941;Judia;adult;017-1406\DSCN6148;017-1406\DSCN6148p74;R;R;017-1406\DSCN6148p74_FL;Flank;FL;L;4;TRUE;1;0,9553983;rigth flank;017-1406\DSCN6148p74;40460;female
15-Jun-15;39980;Botones;adult;017-1506\DSCN6982;017-1506\DSCN6982p15;L;L;017-1506\DSCN6982p15_FL;Flank;FL;L;9;TRUE;1;0,9829676;left flank;017-1506\DSCN6982p15;40467;female
16-Jun-15;38983;Peanut;pup;017-1606\DSC_0148;017-1606\DSC_0148p44;L;L;017-1606\DSC_0148p44_FL;Flank;FL;L;4;TRUE;8;0,189743;Left;017-1606\DSC_0148p44;40147;female
16-Jun-15;38983;Peanut;pup;017-1606\DSC_0155;017-1606\DSC_0155p55;R;R;017-1606\DSC_0155p55_FL;Flank;FL;L;5;TRUE;4;0,1890784;Right;017-1606\DSC_0155p55;40148;female
20-Jun-15;40110;Scaraba;adult;017-2006\DSCN8640;017-2006\DSCN8640p14;L;L;017-2006\DSCN8640p14_FL;Flank;FL;L;4;TRUE;3;0,7908261;left;017-2006\DSCN8640p14;40499;female
24-Jun-15;40195;Gipsy;adult;017-2406\DSCN0213;017-2406\DSCN0213p64;R;R;017-2406\DSCN0213p64_FL;Flank;FL;L;9;TRUE;1;0,5988141;right;017-2406\DSCN0213p64;40505;female
28-May-15;38527;Radiactiva;adult;017-2805\DSC_0189;017-2805\DSC_0189p64;R;R;017-2805\DSC_0189p64_FL;Flank;FL;L;12;TRUE;11;0,5657025;right;017-2805\DSC_0189p64;39847;female
28-May-15;38527;Radiactiva;adult;017-2805\DSC_0191;017-2805\DSC_0191p34;L;L;017-2805\DSC_0191p34_FL;Flank;FL;L;8;TRUE;5;0,5879274;Left;017-2805\DSC_0191p34;39848;female
30-May-15;38557;Fox;adult;017-3005\DSCN2051;017-3005\DSCN2051p34;L;L;017-3005\DSCN2051p34_FL;Flank;FL;L;6;TRUE;1;0,6620888;;017-3005\DSCN2051p34;39875;unknown
01-Jun-15;38591;Tabata;adult;018-0106\DSCN2552;018-0106\DSCN2552p44;R;R;018-0106\DSCN2552p44_FL;Flank;FL;L;24;TRUE;1;0,8738424;rigth;018-0106\DSCN2552p44;39905;unknown
02-Jun-15;38755;Sunglasses-chain;adult;018-0206\DSC_0073;018-0206\DSC_0073p54;R;R;018-0206\DSC_0073p54_FL;Flank;FL;L;33;TRUE;1;0,2854689;right;018-0206\DSC_0073p54;40070;unknown
05-Jun-15;38798;Bailarina waves;adult;018-0506\DSC_0071;018-0506\DSC_0071p34;L;L;018-0506\DSC_0071p34_FL;Flank;FL;L;1;TRUE;1;0,3550587;Left;018-0506\DSC_0071p34;40078;female
05-Jul-15;40641;Arrow;adult;018-0507\DSCN4126;018-0507\DSCN4126p23;L;L;018-0507\DSCN4126p23_FL;Flank;FL;L;4;TRUE;4;0,7574578;left;018-0507\DSCN4126p23;40562;male
05-Jul-15;40641;Arrow;adult;018-0507\DSCN4134;018-0507\DSCN4134p85;R;R;018-0507\DSCN4134p85_FL;Flank;FL;L;9;TRUE;1;0,9363862;right;018-0507\DSCN4134p85;40563;male
06-Jul-15;40728;Cristiana;adult;018-0607\DSCN5789;018-0607\DSCN5789p75;R;R;018-0607\DSCN5789p75_FL;Flank;FL;L;5;TRUE;1;0,7721704;right;018-0607\DSCN5789p75;40574;unknown
06-Jul-15;40728;Cristiana;adult;018-0607\DSCN5792;018-0607\DSCN5792p25;L;L;018-0607\DSCN5792p25_FL;Flank;FL;L;9;TRUE;2;0,9045538;left;018-0607\DSCN5792p25;40575;unknown
09-Jun-15;38836;Comic eyes;adult;018-0906\DSC_0002;018-0906\DSC_0002p84;R;R;018-0906\DSC_0002p84_FL;Flank;FL;L;6;TRUE;2;0,3847569;Right;018-0906\DSC_0002p84;40088;female
09-Jun-15;38836;Comic eyes;adult;018-0906\DSC_0007;018-0906\DSC_0007p35;L;L;018-0906\DSC_0007p35_FL;Flank;FL;L;5;TRUE;2;0,355063;Left;018-0906\DSC_0007p35;40089;female
26-Jun-15;39327;Nisu;adult;018-2606\DSC_0363;018-2606\DSC_0363p64;R;R;018-2606\DSC_0363p64_FL;Flank;FL;L;4;TRUE;12;0,4145516;Right;018-2606\DSC_0363p64;40297;female
27-May-15;38518;Cicatriz;juv;018-2705\DSCN1784;018-2705\DSCN1784p55;R;R;018-2705\DSCN1784p55_FL;Flank;FL;L;3;TRUE;1;0,4629364;rigth;018-2705\DSCN1784p55;39837;female
28-May-15;38528;Seagull;juv;018-2805\DSCN1844;018-2805\DSCN1844p64;R;R;018-2805\DSCN1844p64_FL;Flank;FL;L;3;TRUE;1;0,5419276;;018-2805\DSCN1844p64;39849;female
01-Jun-15;38592;H. de Helecho;adult;019-0106\DSCN2548;019-0106\DSCN2548p64;R;R;019-0106\DSCN2548p64_FL;Flank;FL;L;9;TRUE;1;0,8783862;rigth;019-0106\DSCN2548p64;39906;female
01-Jun-15;38592;H. de Helecho;adult;019-0106\DSCN2553;019-0106\DSCN2553p55;L;L;019-0106\DSCN2553p55_FL;Flank;FL;L;4;TRUE;1;0,7859682;left;019-0106\DSCN2553p55;39907;female
02-Jul-15;39512;Esqueleto;adult;019-0207\DSC_0158;019-0207\DSC_0158p34;L;L;019-0207\DSC_0158p34_FL;Flank;FL;L;1;TRUE;1;0,3674985;Left;019-0207\DSC_0158p34;40365;female
04-Jun-15;38774;Sujeta manteles;adult;019-0406\DSC_0072;019-0406\DSC_0072p44;L;L;019-0406\DSC_0072p44_FL;Flank;FL;L;7;TRUE;1;0,3353175;Left;019-0406\DSC_0072p44;40076;female
09-Jul-15;39716;Wavy;pup;019-0907\DSC_0134;019-0907\DSC_0134p44;L;L;019-0907\DSC_0134p44_FL;Flank;FL;L;4;TRUE;1;0,2889341;Left;019-0907\DSC_0134p44;40398;unknown
09-Jul-15;39716;Wavy;pup;019-0907\DSC_0140;019-0907\DSC_0140p54;R;R;019-0907\DSC_0140p54_FL;Flank;FL;L;15;TRUE;1;0,2869719;Right;019-0907\DSC_0140p54;40399;unknown
11-Jun-15;38886;Raya the 2nd;pup;019-1106\DSC_0162;019-1106\DSC_0162p54;R;R;019-1106\DSC_0162p54_FL;Flank;FL;L;1;TRUE;1;0,1678474;Right;019-1106\DSC_0162p54;40108;unknown
11-Jun-15;38886;Raya the 2nd;pup;019-1106\DSC_0163;019-1106\DSC_0163p44;L;L;019-1106\DSC_0163p44_FL;Flank;FL;L;10;TRUE;4;0,1570829;Left;019-1106\DSC_0163p44;40109;unknown
20-Jun-15;40068;019-2006;adult;019-2006\DSCN8668;019-2006\DSCN8668p55;R;R;019-2006\DSCN8668p55_FL;Flank;FL;L;6;TRUE;1;0,6926624;right;019-2006\DSCN8668p55;40492;female
27-May-15;38519;Calavera;adult;019-2705\DSC_0125;019-2705\DSC_0125p45;R;R;019-2705\DSC_0125p45_FL;Flank;FL;L;11;TRUE;1;0,3422211;rigth;019-2705\DSC_0125p45;39839;female
27-May-15;38519;Calavera;adult;019-2705\DSCN1781;019-2705\DSCN1781p54;;;019-2705\DSCN1781p54_FL;Flank;FL;S;;FALSE;;;rigth;019-2705\DSCN1781p54;39838;female
28-May-15;38529;Freckles;juv;019-2805\DSC_0196;019-2805\DSC_0196p42;L;L;019-2805\DSC_0196p42_FL;Flank;FL;L;10;TRUE;1;0,5111801;;019-2805\DSC_0196p42;39850;female
30-May-15;38559;Missing eye;juv;019-3005\DSCN2077;019-3005\DSCN2077p53;R;R;019-3005\DSCN2077p53_FL;Flank;FL;L;11;TRUE;4;0,7293952;;019-3005\DSCN2077p53;39876;male
01-Jun-15;38593;Verdugo;adult;020-0106\DSCN2559;020-0106\DSCN2559p44;R;R;020-0106\DSCN2559p44_FL;Flank;FL;L;3;TRUE;1;0,8590538;rigth;020-0106\DSCN2559p44;39908;female
02-Jun-15;38757;Batmina;adult;020-0206\DSC_0087;020-0206\DSC_0087p64;R;R;020-0206\DSC_0087p64_FL;Flank;FL;L;1;TRUE;1;0,329846;right;020-0206\DSC_0087p64;40071;female
08-Jul-15;40776;Pepita;adult;020-0807\DSCN5625;020-0807\DSCN5625p86;R;R;020-0807\DSCN5625p86_FL;Flank;FL;L;4;TRUE;6;1,049881;right;020-0807\DSCN5625p86;40590;unknown
09-Jun-15;38839;W fea;adult;020-0906\DSC_0133;020-0906\DSC_0133p65;R;R;020-0906\DSC_0133p65_FL;Flank;FL;L;4;TRUE;2;0,273986;Right;020-0906\DSC_0133p65;40090;female
10-Jul-15;39781;Luna;adult;020-1007\DSC_0149;020-1007\DSC_0149p54;R;R;020-1007\DSC_0149p54_FL;Flank;FL;L;3;TRUE;1;0,432254;Right;020-1007\DSC_0149p54;40421;female
12-Jun-15;38922;Burnscar;adult;020-1206\DSC_0159;020-1206\DSC_0159p64;R;R;020-1206\DSC_0159p64_FL;Flank;FL;L;3;TRUE;2;0,4949801;Right;020-1206\DSC_0159p64;40122;female
12-Jun-15;38922;Burnscar;adult;020-1206\DSC_0171;020-1206\DSC_0171p44;L;L;020-1206\DSC_0171p44_FL;Flank;FL;L;4;TRUE;1;0,4610684;Left;020-1206\DSC_0171p44;40123;female
18-Jun-15;39099;VS puntos;adult;020-1806\DSC_0120;020-1806\DSC_0120p83;R;R;020-1806\DSC_0120p83_FL;Flank;FL;L;11;TRUE;4;0,3824777;Right;020-1806\DSC_0120p83;40200;female
27-May-15;38520;Puerca;adult;020-2705\DSC_0128;020-2705\DSC_0128p44;R;R;020-2705\DSC_0128p44_FL;Flank;FL;L;4;TRUE;1;0,2966539;rigth;020-2705\DSC_0128p44;39840;female
27-Jun-15;39368;Treinta;adult;020-2706\DSC_0119;020-2706\DSC_0119p65;R;R;020-2706\DSC_0119p65_FL;Flank;FL;L;4;TRUE;1;0,3088632;Right;020-2706\DSC_0119p65;40309;unknown
30-May-15;38560;Eyes;adult;020-3005\DSC_0411;020-3005\DSC_0411p55;R;R;020-3005\DSC_0411p55_FL;Flank;FL;L;13;TRUE;11;0,2965148;;020-3005\DSC_0411p55;39878;male
30-May-15;38560;Eyes;adult;020-3005\DSCN2063;020-3005\DSCN2063p34;L;L;020-3005\DSCN2063p34_FL;Flank;FL;L;4;TRUE;6;0,3759549;;020-3005\DSCN2063p34;39877;male
03-Jun-15;38625;Boldy-hart;adult;021-0306\DSC_0075;021-0306\DSC_0075p34;R;R;021-0306\DSC_0075p34_FL;Flank;FL;L;6;TRUE;1;0,4771887;right;021-0306\DSC_0075p34;39943;female
05-Jun-15;38801;Medula susia;adult;021-0506\DSC_0081;021-0506\DSC_0081p34;L;L;021-0506\DSC_0081p34_FL;Flank;FL;L;2;TRUE;1;0,322775;Left;021-0506\DSC_0081p34;40079;female
08-Jun-15;39835;Ameba;adult;021-0806\DSCN4793;021-0806\DSCN4793p83;R;R;021-0806\DSCN4793p83_FL;Flank;FL;L;6;TRUE;1;1,041765;Right Flank;021-0806\DSCN4793p83;40442;female
08-Jun-15;39835;Ameba;adult;021-0806\DSCN4803;021-0806\DSCN4803p25;L;L;021-0806\DSCN4803p25_FL;Flank;FL;L;12;TRUE;1;0,5748929;Left Flank;021-0806\DSCN4803p25;40443;female
09-Jun-15;38860;Blondy;pup;021-0906\DSC-157;021-0906\DSC-157p44;L;L;021-0906\DSC-157p44_FL;Flank;FL;L;8;TRUE;1;0,2191245;Left;021-0906\DSC-157p44;40099;unknown
09-Jun-15;38860;Blondy;pup;021-0906\DSCN6320;021-0906\DSCN6320p64;R;R;021-0906\DSCN6320p64_FL;Flank;FL;L;16;TRUE;1;0,594911;Right;021-0906\DSCN6320p64;40100;unknown
11-Jul-15;40832;Fresa;adult;021-1107\DSCN6515;021-1107\DSCN6515p74;R;R;021-1107\DSCN6515p74_FL;Flank;FL;L;9;TRUE;1;0,8810629;right;021-1107\DSCN6515p74;40596;female
17-Jun-15;40005;Ancla cadenita;pup;021-1706\DSC_0029;021-1706\DSC_0029p54;R;R;021-1706\DSC_0029p54_FL;Flank;FL;L;3;TRUE;2;0,2601093;right;021-1706\DSC_0029p54;40474;unknown
27-May-15;38521;Helix;adult;021-2705\DSC_0134;021-2705\DSC_0134p45;;;021-2705\DSC_0134p45_NK;Neck;NK;S;;FALSE;;;left;021-2705\DSC_0134p45;39842;female
27-May-15;38521;Helix;adult;021-2705\DSCN1793;021-2705\DSCN1793p45;R;R;021-2705\DSCN1793p45_FL;Flank;FL;L;6;TRUE;1;0,472917;rigth;021-2705\DSCN1793p45;39841;female
28-Jun-15;40351;Pomelo;adult;021-2806\DSC_0582;021-2806\DSC_0582p34;L;L;021-2806\DSC_0582p34_FL;Flank;FL;L;9;TRUE;2;0,3192118;left;021-2806\DSC_0582p34;40527;female
29-May-15;38541;Mami;adult;021-2905\DSCN1920;021-2905\DSCN1920p63;R;R;021-2905\DSCN1920p63_FL;Flank;FL;L;7;TRUE;1;0,9944164;;021-2905\DSCN1920p63;39862;female
01-Jun-15;38594;Missing eye;juv;022-0106\DSCN2582;022-0106\DSCN2582p64;L;L;022-0106\DSCN2582p64_FL;Flank;FL;L;6;TRUE;1;0,8651663;left;022-0106\DSCN2582p64;39909;male
02-Jun-15;38737;Emborrona;adult;022-0206\DSC_0187;022-0206\DSC_0187p64;R;R;022-0206\DSC_0187p64_FL;Flank;FL;L;8;TRUE;16;0,4958759;right;022-0206\DSC_0187p64;40060;unknown
02-Jun-15;38737;Emborrona;adult;022-0206\DSC_0188;022-0206\DSC_0188p35;L;L;022-0206\DSC_0188p35_FL;Flank;FL;L;7;TRUE;9;0,4145623;left;022-0206\DSC_0188p35;40061;unknown
10-Jul-15;39783;Piramide;adult;022-1007\DSC_0152;022-1007\DSC_0152p64;R;R;022-1007\DSC_0152p64_FL;Flank;FL;L;3;TRUE;21;0,3670798;Right;022-1007\DSC_0152p64;40422;unknown
11-Jun-15;38887;Pantera;adult;022-1106\DSC_0195;022-1106\DSC_0195p54;R;R;022-1106\DSC_0195p54_FL;Flank;FL;L;1;TRUE;37;0,3095238;Right;022-1106\DSC_0195p54;40110;female
11-Jun-15;38887;Pantera;adult;022-1106\DSC_0611;022-1106\DSC_0611p44;L;L;022-1106\DSC_0611p44_FL;Flank;FL;L;5;TRUE;18;0,2151629;Left;022-1106\DSC_0611p44;40111;female
12-Jun-15;38925;Hola;adult;022-1206\DSC_0017;022-1206\DSC_0017p54;R;R;022-1206\DSC_0017p54_FL;Flank;FL;L;1;TRUE;1;0,3681664;Right;022-1206\DSC_0017p54;40127;female
12-Jun-15;38925;Hola;adult;022-1206\DSCN7062;022-1206\DSCN7062p34;L;L;022-1206\DSCN7062p34_FL;Flank;FL;L;5;TRUE;6;0,6370049;Left;022-1206\DSCN7062p34;40126;female
24-Jun-15;40215;Capucha;pup;022-2406\DSCN0307;022-2406\DSCN0307p55;R;R;022-2406\DSCN0307p55_FL;Flank;FL;L;4;TRUE;3;0,5277549;right;022-2406\DSCN0307p55;40506;unknown
29-May-15;38542;Cromosoma;adult;022-2905\DSCN1923;022-2905\DSCN1923p73;R;R;022-2905\DSCN1923p73_FL;Flank;FL;L;3;TRUE;1;0,7675182;;022-2905\DSCN1923p73;39863;female
29-Jun-15;40394;Cerradura;pup;022-2906\DSCN2033;022-2906\DSCN2033p84;R;R;022-2906\DSCN2033p84_FL;Flank;FL;L;7;TRUE;4;0,6702127;right;022-2906\DSCN2033p84;40532;unknown
02-Jun-15;38758;Cifras;adult;023-0206\DSC_0107;023-0206\DSC_0107p64;R;R;023-0206\DSC_0107p64_FL;Flank;FL;L;9;TRUE;1;0,4109917;right;023-0206\DSC_0107p64;40072;unknown
03-Jun-15;38626;Peta Marylin;pup;023-0306\DSCN2983;023-0306\DSCN2983p55;;;023-0306\DSCN2983p55_NK;Neck;NK;S;;FALSE;;;Right;023-0306\DSCN2983p55;39944;unknown
03-Jun-15;38627;Peta Marylin;pup;023-0306\DSCN2983;023-0306\DSCN2983p64;R;R;023-0306\DSCN2983p64_FL;Flank;FL;L;5;TRUE;9;0,4357759;right;023-0306\DSCN2983p64;39945;unknown
04-Jun-15;38789;Helix;adult;023-0406\DSC_0124;023-0406\DSC_0124p65;R;R;023-0406\DSC_0124p65_FL;Flank;FL;L;6;TRUE;38;0,3497805;Right;023-0406\DSC_0124p65;40077;female
06-Jun-15;38654;Navaja;adult;023-0606\DSCN3897;023-0606\DSCN3897p75;R;R;023-0606\DSCN3897p75_FL;Flank;FL;L;6;TRUE;1;0,5934309;Right;023-0606\DSCN3897p75;39972;female
07-Jun-15;38715;Muelle;adult;023-0706\DSC_0064;023-0706\DSC_0064p35;L;L;023-0706\DSC_0064p35_FL;Flank;FL;L;1;TRUE;1;0,4633466;left;023-0706\DSC_0064p35;40032;female
16-Jun-15;38986;Comillas;adult;023-1606\DSC_0210;023-1606\DSC_0210p54;R;R;023-1606\DSC_0210p54_FL;Flank;FL;L;3;TRUE;1;0,4437971;Right;023-1606\DSC_0210p54;40149;female
16-Jun-15;38986;Comillas;adult;023-1606\DSC_0212;023-1606\DSC_0212p54;L;L;023-1606\DSC_0212p54_FL;Flank;FL;L;5;TRUE;1;0,4140683;Left;023-1606\DSC_0212p54;40150;female
18-Jun-15;39104;Atenas;pup;023-1806\DSC_0144;023-1806\DSC_0144p54;R;R;023-1806\DSC_0144p54_FL;Flank;FL;L;4;TRUE;1;0,2572925;Right;023-1806\DSC_0144p54;40204;unknown
18-Jun-15;39104;Atenas;pup;023-1806\DSC_0154;023-1806\DSC_0154p44;L;L;023-1806\DSC_0154p44_FL;Flank;FL;L;11;TRUE;1;0,2518735;Left;023-1806\DSC_0154p44;40205;unknown
21-Jun-15;40149;Blind;Unknown;023-2106\DSC_0040;023-2106\DSC_0040p64;R;R;023-2106\DSC_0040p64_FL;Flank;FL;L;12;TRUE;3;0,4283042;right;023-2106\DSC_0040p64;40501;female
28-May-15;38531;Smily rear;adult;023-2805\DSCN1856;023-2805\DSCN1856p63;R;R;023-2805\DSCN1856p63_FL;Flank;FL;L;5;TRUE;1;0,5980849;;023-2805\DSCN1856p63;39851;female
29-May-15;38543;Naranjito;adult;023-2905\DSCN1927;023-2905\DSCN1927p62;R;R;023-2905\DSCN1927p62_FL;Flank;FL;L;13;TRUE;1;0,8227963;R;023-2905\DSCN1927p62;39864;female
01-Jun-15;38595;Radiactiva;adult;024-0106\DSCN2608;024-0106\DSCN2608p54;R;R;024-0106\DSCN2608p54_FL;Flank;FL;L;10;TRUE;1;0,8753278;rigth;024-0106\DSCN2608p54;39910;female
02-Jul-15;39536;Treinta;adult;024-0207\DSC_0191;024-0207\DSC_0191p65;R;R;024-0207\DSC_0191p65_FL;Flank;FL;L;5;TRUE;1;0,3876676;Right;024-0207\DSC_0191p65;40372;unknown
03-Jun-15;38628;Vertebra;adult;024-0306\DSCN3162;024-0306\DSCN3162p75;R;R;024-0306\DSCN3162p75_NK;Flank;NK;L;6;TRUE;5;0,8859177;R flank. S cuadrada RH;024-0306\DSCN3162p75;40606;female
06-Jun-15;38683;Pecosa;adult;024-0606\DSCN3923;024-0606\DSCN3923p33;L;L;024-0606\DSCN3923p33_FL;Flank;FL;L;9;TRUE;1;0,4487714;left;024-0606\DSCN3923p33;40006;female
06-Jun-15;38683;Pecosa;adult;024-0606\DSCN4195;024-0606\DSCN4195p85;R;R;024-0606\DSCN4195p85_FL;Flank;FL;L;11;TRUE;1;1,108988;Right;024-0606\DSCN4195p85;40008;female
14-Jun-15;39906;Contorno;adult;024-1406\DSCN6263;024-1406\DSCN6263p75;R;R;024-1406\DSCN6263p75_FL;Flank;FL;L;10;TRUE;1;0,851185;right flank;024-1406\DSCN6263p75;40454;female
17-Jun-15;40045;Comic eyes;adult;024-1706\DSCN7830;024-1706\DSCN7830p24;L;L;024-1706\DSCN7830p24_FL;Flank;FL;L;5;TRUE;1;0,6680564;left;024-1706\DSCN7830p24;40490;female
24-Jun-15;40216;GR09;adult;024-2406\DSCN2206;024-2406\DSCN2206p15;L;L;024-2406\DSCN2206p15_FL;Flank;FL;L;5;TRUE;4;0,8097983;left;024-2406\DSCN2206p15;40507;female
28-May-15;38532;Batmina;adult;024-2805\DSC_0211;024-2805\DSC_0211p64;R;R;024-2805\DSC_0211p64_FL;Flank;FL;L;6;TRUE;16;0,5820622;right;024-2805\DSC_0211p64;39852;female
30-May-15;38562;Mami;adult;024-3005\DSC_0375;024-3005\DSC_0375p64;R;R;024-3005\DSC_0375p64_FL;Flank;FL;L;6;TRUE;1;0,516249;right;024-3005\DSC_0375p64;39880;female
30-May-15;38562;Mami;adult;024-3005\DSCN2079;024-3005\DSCN2079p24;L;L;024-3005\DSCN2079p24_FL;Flank;FL;L;4;TRUE;3;0,4572268;left;024-3005\DSCN2079p24;39879;female
01-Jun-15;38596;Sujeta manteles;adult;025-0106\DSCN2604;025-0106\DSCN2604p65;L;L;025-0106\DSCN2604p65_FL;Flank;FL;L;20;TRUE;1;0,9643301;left;025-0106\DSCN2604p65;39911;female
02-Jul-15;39537;Hielos;adult;025-0207\DSC_0205;025-0207\DSC_0205p35;L;L;025-0207\DSC_0205p35_FL;Flank;FL;L;5;TRUE;6;0,2666868;Left;025-0207\DSC_0205p35;40373;male
03-Jul-15;39622;Lollipop;pup;025-0307\DSC_0143;025-0307\DSC_0143p64;R;R;025-0307\DSC_0143p64_FL;Flank;FL;L;6;TRUE;3;0,2915739;Right;025-0307\DSC_0143p64;40388;unknown
06-Jun-15;38684;Punta chicken bone V;pup;025-0606\DSCN3923;025-0606\DSCN3923p24;L;L;025-0606\DSCN3923p24_FL;Flank;FL;L;3;TRUE;1;0,2846665;left;025-0606\DSCN3923p24;40009;unknown
06-Jun-15;38684;Punta chicken bone V;pup;025-0606\DSCN4203;025-0606\DSCN4203p85;;;025-0606\DSCN4203p85_NK;Neck;NK;S;;FALSE;;;Right pup;025-0606\DSCN4203p85;40010;unknown
08-Jun-15;39848;Grumpy;juv;025-0806\DSCN4831;025-0806\DSCN4831p55;R;R;025-0806\DSCN4831p55_FL;Flank;FL;L;2;TRUE;1;0,4887314;right flank;025-0806\DSCN4831p55;40447;unknown
09-Jun-15;38862;Libelula W;pup;025-0906\DSCN6654;025-0906\DSCN6654p35;L;L;025-0906\DSCN6654p35_FL;Flank;FL;L;4;TRUE;1;0,6079658;Left;025-0906\DSCN6654p35;40101;unknown
09-Jun-15;38862;Libelula W;pup;025-0906\DSCN9076;025-0906\DSCN9076p43;R;R;025-0906\DSCN9076p43_FL;Flank;FL;L;4;TRUE;1;0,4447164;Right;025-0906\DSCN9076p43;40102;unknown
10-Jul-15;39786;025-1007;pup;025-1007\DSC_0202;025-1007\DSC_0202p34;L;L;025-1007\DSC_0202p34_FL;Flank;FL;L;8;TRUE;1;0,2383839;Left;025-1007\DSC_0202p34;40424;unknown
28-May-15;38533;Beads;adult;025-2805\DSC_0215;025-2805\DSC_0215p54;R;R;025-2805\DSC_0215p54_FL;Flank;FL;L;12;TRUE;1;0,5325262;right;025-2805\DSC_0215p54;39853;female
28-May-15;38533;Beads;adult;025-2805\DSC_0225;025-2805\DSC_0225p35;L;L;025-2805\DSC_0225p35_FL;Flank;FL;L;13;TRUE;16;0,3711298;Left;025-2805\DSC_0225p35;39854;female
29-May-15;38544;Helix;adult;025-2905\DSC_0268;025-2905\DSC_0268p34;L;L;025-2905\DSC_0268p34_FL;Flank;FL;L;7;TRUE;2;0,5151529;;025-2905\DSC_0268p34;39866;female
29-May-15;38544;Helix;adult;025-2905\DSCN1940;025-2905\DSCN1940p64;R;R;025-2905\DSCN1940p64_FL;Flank;FL;L;13;TRUE;1;0,8669714;;025-2905\DSCN1940p64;39865;female
07-Jun-15;38717;Super Mum;adult;026-0706\DSCN4513;026-0706\DSCN4513p26;L;L;026-0706\DSCN4513p26_FL;Flank;FL;L;7;TRUE;20;0,4772775;left;026-0706\DSCN4513p26;40033;male
09-Jun-15;38863;AR marinero;adult;026-0906\DSC_0073;026-0906\DSC_0073p23;L;L;026-0906\DSC_0073p23_FL;Flank;FL;L;1;TRUE;20;0,2571198;Left;026-0906\DSC_0073p23;40103;female
09-Jun-15;38863;AR marinero;adult;026-0906\DSC_0202;026-0906\DSC_0202p54;R;R;026-0906\DSC_0202p54_FL;Flank;FL;L;1;TRUE;1;0,3377812;Right;026-0906\DSC_0202p54;40104;female
09-Jul-15;39733;Piramide;adult;026-0907\DSC_0211;026-0907\DSC_0211p64;R;R;026-0907\DSC_0211p64_FL;Flank;FL;L;2;TRUE;23;0,2963138;Right;026-0907\DSC_0211p64;40405;unknown
13-Jun-15;38942;Hoz negra;pup;026-1306\DSC_0211;026-1306\DSC_0211p44;L;L;026-1306\DSC_0211p44_FL;Flank;FL;L;9;TRUE;1;0,1804175;Left;026-1306\DSC_0211p44;40136;unknown
13-Jun-15;38942;Hoz negra;pup;026-1306\DSC_0370;026-1306\DSC_0370p54;R;R;026-1306\DSC_0370p54_FL;Flank;FL;L;3;TRUE;1;0,3020687;Right;026-1306\DSC_0370p54;40137;unknown
17-Jun-15;40006;Linea quebrada;pup;026-1706\DSC_0050;026-1706\DSC_0050p54;R;R;026-1706\DSC_0050p54_FL;Flank;FL;L;1;TRUE;4;0,3035092;right;026-1706\DSC_0050p54;40475;unknown
18-Jun-15;39106;Alga;pup;026-1806\DSC_0204;026-1806\DSC_0204p54;R;R;026-1806\DSC_0204p54_FL;Flank;FL;L;21;TRUE;1;0,1724805;Right;026-1806\DSC_0204p54;40206;unknown
18-Jun-15;39106;Alga;pup;026-1806\DSC_0209;026-1806\DSC_0209p64;L;L;026-1806\DSC_0209p64_FL;Flank;FL;L;3;TRUE;1;0,2157733;Left;026-1806\DSC_0209p64;40207;unknown
13-Jun-15;40860;Nutella;adult;026-1806\DSCN5946;026-1806\DSCN5946p23;;;026-1806\DSCN5946p23_FL;Flank;FL;S;;FALSE;;;LEFT;026-1806\DSCN5946p23;40607;female
25-Jun-15;40281;Broche;adult;026-2506\DSC_0111;026-2506\DSC_0111p64;R;R;026-2506\DSC_0111p64_FL;Flank;FL;L;17;TRUE;1;0,3347312;rigth. Seal on the back in the water.;026-2506\DSC_0111p64;40509;female
26-Jun-15;39300;Botones;adult;026-2606\DSC_0424;026-2606\DSC_0424p34;L;L;026-2606\DSC_0424p34_FL;Flank;FL;L;7;TRUE;1;0,3855546;Left;026-2606\DSC_0424p34;40289;female
27-Jun-15;39372;Come back;adult;026-2706\DSC_0153;026-2706\DSC_0153p55;R;R;026-2706\DSC_0153p55_FL;Flank;FL;L;3;TRUE;8;0,2759864;Right;026-2706\DSC_0153p55;40310;male
